,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
166,0.472,0.576,-16.368,0.036,0.844,0.912,0.19,0.842,86.341,1pkC7ik3IwiwIoLSgzqYRD,146000,4
167,0.869,0.298,-12.076,0.386,0.2,0.0,0.0753,0.178,77.47,5cx7vkF8BQ0iOsVpfvZbnz,161355,4
168,0.35,0.127,-18.467,0.0351,0.94,0.893,0.0772,0.216,101.419,5aEWmo58rXyIpeK4WSWqeu,649000,4
169,0.695,0.636,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,2rurDawMfoKP4uHyb2kJBt,172235,4
170,0.319,0.148,-19.195,0.0438,0.948,0.811,0.199,0.164,95.359,2VIefSHPIMd7B6QPpX54Qu,513000,3
171,0.773,0.707,-5.71,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,6wyhUr4Xw8z5uSy0AhoZfU,236187,4
172,0.265,0.116,-19.581,0.0361,0.962,0.911,0.0639,0.141,97.857,6oQ2HG7O0qGc3OLOjP7VRi,605000,4
173,0.843,0.7,-3.563,0.0803,0.0934,0.0,0.14,0.899,93.991,1ri9ZUkBJVFUdgwzCnfcYs,226088,4
174,0.499,0.373,-7.811,0.0363,0.844,0.0,0.135,0.425,119.778,6tfAzsD05DTKGo4MQCgNcT,205518,4
175,0.81,0.789,-5.08,0.0846,0.191,1.08e-05,0.467,0.77,105.009,2NMjggapJcXXM7WccGEBUO,176000,4
176,0.652,0.664,-6.422,0.038,0.00758,0.00199,0.0937,0.599,135.017,2BGGgxDFHRyyzvjjKzbEUl,270220,4
177,0.544,0.786,-2.97,0.0501,0.00991,0.0,0.169,0.446,153.967,6Jkm5kUldvIqxzI1Pa7nXH,157138,4
178,0.717,0.932,-1.607,0.153,0.0285,0.107,0.0949,0.961,123.906,1Ihpps7NA0Qhu3uUa3x7K6,270461,4
179,0.714,0.645,-5.493,0.0514,0.229,0.00083,0.0942,0.434,85.046,28GCbKgjlVD9eDmasGbe0T,180930,4
180,0.674,0.87,-6.404,0.0415,0.00072,0.00875,0.0247,0.759,127.988,3aSEwDuVlabNvITpOKkiwT,270069,4
181,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,10xV5l9nhLvFpR8mqzs0bL,155589,4
182,0.736,0.887,-7.121,0.143,0.779,1.27e-06,0.101,0.874,82.008,1Gf36LzOmcIn8vcQMrQIm2,224126,4
183,0.852,0.421,-9.153,0.208,0.428,2.28e-06,0.106,0.457,95.977,1QPreu0BNOrUfEb8HTd2qG,202285,4
184,0.503,0.496,-9.123,0.0556,0.693,0.0,0.123,0.412,187.844,18HOjcvTVV7W8YzBuOsAPS,148143,4
185,0.43,0.86,-7.032,0.265,0.0267,0.301,0.807,0.369,179.968,3Uskm1BFladbHCBqQSxbKl,600899,4
186,0.907,0.577,-6.737,0.0767,0.438,3.19e-05,0.137,0.801,140.07,3lzUeaCbcCDB5IXYfqWRlF,220779,4
187,0.564,0.767,-5.839,0.0297,0.000279,0.000983,0.184,0.221,114.006,5KOr7JBQfQ1vbjGa189Gw6,333880,4
188,0.773,0.422,-4.572,0.187,0.00783,0.00693,0.129,0.488,77.502,3XOalgusokruzA5ZBA2Qcb,136267,1
189,0.418,0.125,-20.471,0.0324,0.936,0.811,0.142,0.356,97.058,332ERDsBLIekg5IZDwb2tB,434000,3
190,0.71,0.522,-9.102,0.36,0.615,0.0,0.11,0.37,96.448,3EMp20j5E42MxfFbsEsIvD,309327,4
191,0.363,0.0472,-19.968,0.039,0.967,0.826,0.162,0.0745,114.36,1bEgBgMIfdpvw0HcCapAks,208000,4
192,0.417,0.202,-10.976,0.0357,0.935,0.0,0.108,0.323,118.029,6qj02zSeEJGWZ4c0dn5QzJ,194544,4
193,0.417,0.452,-16.777,0.0487,0.839,0.83,0.098,0.751,175.667,6pRgYY5NtiwCNQ4yT2jAXQ,141000,4
194,0.614,0.644,-5.372,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,0IuVhCflrQPMGRrOyoY5RW,206772,4
195,0.54,0.1,-26.114,0.0354,0.91,0.0511,0.0558,0.403,93.788,0azOkHfzw0pLGF41f8Khmw,273000,4
196,0.362,0.54,-6.031,0.0528,0.338,0.0,0.139,0.3,78.007,1ei3hzQmrgealgRKFxIcWn,216410,3
197,0.628,0.347,-15.495,0.0334,0.887,0.971,0.202,0.69,96.247,6VB4GnzupnwBCA17kQFqdw,210000,4
198,0.718,0.758,-8.29,0.0703,0.238,0.00653,0.11,0.349,118.989,1vbn9fEyw1IYhqgZJdu9ZB,266179,4
199,0.659,0.741,-4.354,0.0388,0.072,0.0,0.166,0.454,122.013,4NRBjAMDh8layJcLqlTF47,256760,4
200,0.617,0.378,-8.54,0.0315,0.428,9.16e-05,0.11,0.22,141.967,3XgGQ1wjo5khvq2UImjyNF,216063,4
201,0.524,0.807,-4.16,0.0579,0.00415,0.000834,0.212,0.62,124.127,1qtBLES6SONpxdNA81dI28,246813,4
202,0.639,0.518,-13.892,0.312,0.108,0.0,0.307,0.497,145.058,1JIgFmCP5OCTEGV866WP3b,165517,4
203,0.667,0.669,-6.264,0.0326,0.441,0.00229,0.215,0.947,98.266,6MD0SRIDE7WU06BafJTPte,178493,4
204,0.69,0.626,-5.693,0.306,0.105,0.000335,0.0881,0.912,184.009,1BSMpVGWs3v5BZKnAQziAc,185681,4
205,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,0KfKbafliCudjGyo7Pjmd3,325267,4
206,0.849,0.584,-8.195,0.115,0.0929,6.18e-06,0.492,0.724,115.018,0wihfILRNOwE2156Shezc8,139041,4
207,0.744,0.733,-4.061,0.141,0.019,0.0,0.26,0.34,130.012,0MHZpGOPZhiBKxR40oRmXj,264147,4
208,0.576,0.627,-4.649,0.0449,0.0385,0.0,0.181,0.311,164.998,6kxaaIeowajN7w21PfMLbu,176059,4
209,0.699,0.639,-12.775,0.0477,0.0617,0.917,0.0773,0.18,124.99,25jKHAwh2TRw7J8LcFqfsl,376000,4
210,0.643,0.605,-5.968,0.297,0.0336,0.0,0.112,0.145,84.216,3ihIZrJreMJPjQdNLrEXnP,200471,4
211,0.362,0.858,-3.92,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,1T7BiLyFaZKCNNFAMP4PVz,196347,4
212,0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414,3yMC1KsTwh0ceXdIe4QQAQ,175345,4
213,0.742,0.792,-5.336,0.0863,0.000681,0.126,0.0653,0.594,131.977,2GN0M64unZFzF8Mez8RL1F,262727,4
214,0.574,0.369,-8.931,0.0814,0.753,0.0,0.147,0.44,84.975,00imgaPlYRrMGn9o83hfmk,226011,4
215,0.614,0.934,-3.709,0.07,0.0697,0.0,0.121,0.436,116.001,4VAZH3smXXFMH2BGSP5RhU,174760,4
216,0.793,0.308,-10.414,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,7Fege3yv4dvehB3NdRBGwI,200000,4
217,0.745,0.913,-6.508,0.0624,0.0717,0.265,0.0498,0.763,127.993,2SjBYRFi8j5jZaOOS6Nvid,270000,4
218,0.799,0.653,-5.453,0.037,0.019,0.0,0.0935,0.236,104.019,3vySEUpD0tc801F2WZDLYw,215281,4
219,0.748,0.787,-5.939,0.22,0.124,7.77e-05,0.028,0.898,129.997,4rtAK47x8GeyUC5cxgFJzo,251113,4
220,0.783,0.722,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,4XKXphKH76W4zNpkgFS5o2,180022,4
221,0.693,0.643,-5.855,0.0368,0.0085,0.00912,0.0399,0.788,131.991,5X70OJdWtSai8LfmVniNbr,261818,4
222,0.646,0.816,-2.65,0.0269,0.00496,0.0,0.179,0.865,102.972,3SeeaIXnrCfT88vHVCRWHl,181991,4
223,0.793,0.749,-4.692,0.0742,0.0499,0.000298,0.0321,0.853,128.011,67scmhrpM0jxO5Uw8zbL8q,284998,4
224,0.6,0.482,-11.596,0.0701,0.512,0.000104,0.115,0.323,121.909,0nAZGkBGKQCXyaoSJfRhC1,173097,4
225,0.571,0.797,-4.784,0.0521,0.00107,0.00364,0.074,0.922,179.98,3PDG31h8lEYM653ayKIaXV,272000,4
226,0.795,0.526,-9.086,0.204,0.067,2e-06,0.134,0.194,140.037,7ohROa13QK43JBRqfCmz4P,181393,4
227,0.682,0.69,-6.445,0.033,0.00188,0.0213,0.116,0.961,131.986,2OJFOYPQaSpLraDb2nqCme,247272,4
228,0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,0wHFktze2PHC5jDt3B17DC,173948,4
229,0.8,0.567,-8.916,0.0814,0.00144,0.815,0.0605,0.967,143.961,5I64qCyYrFPBRWN00zUkVe,255000,4
230,0.65,0.76,-4.422,0.0446,0.255,0.0,0.339,0.838,93.057,2SLwbpExuoBDZBpjfefCtV,214194,4
231,0.436,0.948,-5.515,0.0558,0.0974,0.00375,0.14,0.696,122.609,4VVh7xorogYHk5FK7W6mmQ,199136,4
232,0.765,0.627,-4.607,0.0622,0.000916,0.195,0.0847,0.536,118.997,4FIgHqXd4KkOwxrGeLDYM2,308820,4
233,0.62,0.882,-5.392,0.0693,0.0042,3.94e-05,0.0661,0.76,127.999,7aDVw73KoEF4UrnN8MRwag,255000,4
234,0.724,0.818,-3.747,0.168,0.0201,0.0,0.0358,0.696,77.004,69xohKu8C1fsflYAiSNbwM,204940,4
235,0.666,0.791,-10.733,0.0382,0.00855,0.85,0.0722,0.354,138.013,5r23W2CfblEyO9B1SvAXAl,237857,4
236,0.587,0.614,-6.344,0.0435,0.0306,0.0,0.399,0.451,160.075,1CfuBY3BDdKpooQ9L5zgUc,227527,4
237,0.3,0.942,-1.956,0.102,0.000698,0.00922,0.111,0.255,165.376,4ujD4hVZgeCaXIHozlEBno,252867,4
238,0.574,0.736,-4.743,0.0465,0.146,1.66e-05,0.407,0.344,138.501,5XFoaqV1Z8XaLJidchVWhh,328573,4
239,0.62,0.917,-3.806,0.0337,0.000487,0.0,0.113,0.581,124.857,7fYX46VXhDuuoc3UcYKBaw,258427,4
240,0.936,0.497,-7.185,0.41,0.0324,0.0,0.111,0.364,138.016,30vAfL9Wyu2fu07vdbZ1Xt,146732,4
241,0.395,0.495,-9.087,0.0329,0.496,0.0378,0.12,0.517,168.01,7itJkxkJcMkRLpfguLjxCA,188044,4
242,0.872,0.422,-7.415,0.363,0.0254,0.0,0.109,0.778,149.956,3GbQcjKWT7eVpUfzqwUjxv,180666,4
243,0.282,0.862,-3.578,0.0484,0.00392,0.0,0.107,0.366,113.808,4QgSrt2SqD0kRP59aiBRrL,319987,3
244,0.542,0.82,-6.073,0.0432,0.000682,0.000136,0.0561,0.702,124.85,3j1xkzTW8owIphkWV51V9s,234341,4
245,0.518,0.963,-3.516,0.0654,0.113,0.0,0.221,0.662,113.893,5nlAtDjfqF58o3O9cATwE4,287960,4
246,0.608,0.626,-4.773,0.301,0.597,2.16e-06,0.25,0.246,176.086,71wFwRo8xGc4lrcyKwsvba,250534,4
247,0.579,0.259,-24.438,0.517,0.974,1.35e-06,0.685,0.464,116.044,2qhgPZk7v1U3KbOZhGKdAG,181000,5
248,0.669,0.773,-5.619,0.153,0.038,0.0,0.113,0.377,93.923,32vE1nuG8T9c8bhmZdRY6d,185857,4
249,0.597,0.672,-6.956,0.0406,0.528,0.0,0.123,0.195,97.946,3XrYZCn03AnNCU7KqWD1C1,198227,4
250,0.883,0.657,-5.748,0.305,0.0603,0.0,0.128,0.284,124.992,5qgFgsrrxOjyPmX5YCuK2E,172933,4
251,0.555,0.879,-2.484,0.0983,0.011,0.0,0.298,0.691,113.852,7LvMxB6tQtFIRbCUA9BBjD,207755,4
252,0.826,0.276,-11.227,0.266,0.62,8.53e-05,0.118,0.484,123.985,7sT7kZEYd1MrmzLLIRVZas,129965,4
253,0.559,0.837,-4.062,0.0391,0.0617,0.0,0.393,0.446,119.958,3Whl6kCI0L80Td1GqpWWD5,214835,4
254,0.684,0.545,-6.885,0.121,0.159,0.0,0.102,0.407,143.049,1HvTxgCj0mTzQlEo0zLvFb,135264,4
255,0.686,0.883,-4.112,0.0478,0.00405,0.496,0.0761,0.947,134.978,5iHvnjK1ShCkhikbdvS5I2,241782,4
256,0.828,0.591,-6.217,0.109,0.0199,0.000323,0.361,0.202,119.251,0lEjxUUlKqjqXrVlIHFduD,193347,4
257,0.637,0.786,-6.521,0.0388,0.0124,0.0,0.313,0.349,121.965,3XshTshjn4weNRvS4Ci7fo,193707,4
258,0.675,0.726,-6.459,0.0461,0.105,0.0,0.153,0.671,124.872,6HBRLaSQ7NB8MNlaqzYen1,186791,4
259,0.496,0.108,-19.451,0.0377,0.934,0.576,0.114,0.675,86.252,6BvRZg33RmaKkZAajlik3z,202000,4
260,0.787,0.522,-5.872,0.463,0.0668,0.0,0.108,0.666,170.439,2PljnVsnl2PRwCvfhbdQup,163765,4
261,0.309,0.0676,-20.896,0.0342,0.964,0.749,0.0593,0.145,103.766,4Phjc732ZJc6In2gHETidu,511000,4
262,0.889,0.489,-8.587,0.108,0.0209,1.78e-05,0.0814,0.843,93.039,01VzuxoBYMAJLObfU0w6dI,192011,4
263,0.207,0.0898,-19.343,0.0403,0.951,0.827,0.0669,0.0969,187.44,6QwCELMdagz2bIUl31L2GE,567000,3
264,0.462,0.273,-11.768,0.0622,0.903,3.71e-05,0.101,0.334,141.33,0e0JshRej2NwT7jahEmv52,162007,3
265,0.56,0.306,-16.114,0.0276,0.91,0.885,0.0715,0.547,96.301,6nFdjYo1hSmGPSmKiqFjN9,134000,4
266,0.812,0.855,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04,48AJSd42lXpicsGqcgopof,192477,4
267,0.581,0.215,-20.23,0.0372,0.912,0.919,0.174,0.838,127.378,0ceAZnQanR0on8E9HLmZK2,146000,4
268,0.448,0.606,-4.565,0.0609,0.577,0.0,0.217,0.483,121.15,1zu2GKHPJIsUu80SUJX4H4,163613,4
269,0.493,0.42,-15.651,0.0427,0.929,0.901,0.0625,0.58,89.198,0NQlZbWIFXIkKIhFsMH1ZI,132000,4
270,0.883,0.283,-12.653,0.113,0.104,0.00167,0.0935,0.416,122.013,1eCFz60zd7mAXgWLapPd9B,157390,4
271,0.229,0.072,-19.892,0.0353,0.965,0.866,0.0682,0.171,82.918,0DSg1rFnpdc9RhNKCYOF3s,616000,4
272,0.43,0.569,-9.274,0.044,0.0115,0.0134,0.163,0.0668,129.992,0muK9BAzu2TJXQgWPsEj6e,165075,4
273,0.73,0.937,-2.677,0.0357,0.0234,0.0,0.11,0.97,139.973,62XAay0engehHzXfpW2nrc,197360,4
274,0.684,0.449,-9.738,0.611,0.869,0.0,0.0881,0.341,66.165,6Z165JvPnS8PYvGW8oLGLc,157373,4
275,0.554,0.358,-8.538,0.0651,0.599,0.0,0.425,0.817,82.627,3oGSeFjidISj4nGZSrNsnM,141347,3
276,0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300,3
277,0.827,0.757,-2.985,0.0564,0.283,1.56e-06,0.102,0.374,95.983,0SsArKudK0oLud8nXMRfN9,185195,4
278,0.428,0.367,-9.905,0.0914,0.132,0.0,0.149,0.174,71.184,4xKQtLZn8m2d2KJy13ZujE,379004,4
279,0.319,0.269,-10.443,0.0293,0.823,2.86e-06,0.122,0.245,82.897,0q2CEZPcNxcC0wcVHGt7Ci,189134,4
280,0.807,0.625,-6.67,0.351,0.0741,0.0,0.487,0.871,146.031,6r9xnueU24r4eoG3HXC87E,111971,4
281,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,1iwEkU7SPZtaWD7cjOPyne,147840,4
282,0.541,0.619,-8.746,0.254,0.167,0.00633,0.144,0.491,163.908,3zakx7RAwdkUQlOoQ7SJRt,214693,4
283,0.746,0.793,-5.725,0.0265,0.0519,0.0,0.421,0.656,127.973,0teThZJXIAJigFWFCHhRrU,289493,4
284,0.57,0.573,-6.935,0.476,0.156,0.0,0.256,0.517,76.006,0cp97b37sFNsdIbQH6po3T,229938,4
285,0.742,0.883,-2.862,0.118,0.0468,0.0,0.206,0.464,102.044,7tEk0lnzfowgegtKXxygH3,221176,4
286,0.524,0.233,-12.991,0.104,0.869,4.59e-06,0.369,0.585,175.805,2krESug6AyfOL07tlaGwts,198005,4
287,0.87,0.566,-5.659,0.0461,0.157,0.0,0.0735,0.724,111.999,1bpA48rYxsGsien5giUBdZ,158639,4
288,0.783,0.48,-9.182,0.251,0.258,4.73e-06,0.305,0.364,133.086,48oQGynnS8RLiYRFsJ6pDL,198004,4
289,0.641,0.836,-3.952,0.196,0.0283,4.17e-06,0.152,0.693,174.971,2hX4Y6IpShMsHn1P9ceE4D,222533,4
290,0.87,0.548,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,1O2pcBJGej0pmH2Y9XZMs6,153750,4
291,0.658,0.864,-3.858,0.0815,0.0331,0.0,0.109,0.53,126.904,2ojHsrbZaaoumDQKgdsusa,197936,4
292,0.326,0.397,-8.145,0.0461,0.619,0.0,0.0979,0.276,153.713,0iNZGC211wst3VjtobNnC5,216095,3
293,0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,43B38XWoAqlxs56j9u2B1C,160657,4
294,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,0U1W2LZVUX7qTm7dDpqxh6,172267,4
295,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,123.946,5BeVk8Kqt0ZY9EMoWI8zfS,168387,4
296,0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62Yo3FDddWY8ydu6PW2wyz,206385,4
297,0.797,0.605,-5.123,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,1gK8KWjMpKy5P2erOyd6pO,199853,4
298,0.744,0.628,-5.435,0.0287,0.0493,0.0,0.317,0.539,119.966,6Kfoo60npYPdvNxMPMiDpX,193565,4
299,0.542,0.732,-5.956,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,6mpkYUbyN9KjbP94syLrlz,175644,4
300,0.606,0.544,-7.968,0.0421,0.0285,4.88e-06,0.152,0.335,90.104,1wGpEisE7VmhhSazD8hZ5l,194009,4
301,0.637,0.574,-8.061,0.0532,0.0606,0.000583,0.0574,0.509,129.958,4Ty7xyaoyr2ZeTLRd6aGbL,251075,4
302,0.529,0.845,-8.142,0.404,0.244,0.0,0.143,0.331,85.63,5Gt9bxniM1SxN61yRzRhXL,255378,3
303,0.745,0.792,-7.225,0.0422,0.0299,0.0316,0.0788,0.595,127.991,0g6SG50ZXfUSUOfHCZwelh,261094,4
304,0.726,0.353,-10.273,0.105,0.65,0.002,0.224,0.503,137.66,2IlT65thKQQw248mhk2PjQ,169014,4
305,0.764,0.9,-5.28,0.105,0.000936,0.00801,0.0303,0.542,128.02,473AjnY37WldJKydlFew7R,269973,4
306,0.705,0.613,-7.441,0.123,0.262,6.97e-06,0.198,0.259,74.521,3wn8nOygkHLUQ9dlXM1rKW,167187,4
307,0.874,0.62,-5.153,0.066,0.00988,3.64e-05,0.0753,0.9,131.991,5YxSli4gUjYthsY0i3lHIa,269090,4
308,0.403,0.711,-4.189,0.0569,0.137,0.0,0.109,0.801,203.803,5c37mE38KCxduL41dwsdwg,170560,4
309,0.812,0.831,-4.146,0.0588,0.0164,0.00443,0.0433,0.913,128.017,3l5U0R0aReooep0zk2kM33,255000,4
310,0.593,0.41,-13.097,0.0531,0.886,0.0993,0.115,0.201,122.584,6Yj7Zhxt73uvwFFvzQXdxO,254407,4
311,0.561,0.882,-4.562,0.0632,0.000843,0.0104,0.118,0.49,131.968,6leoJ4z4b581wuzkQFN7EV,272727,4
312,0.287,0.332,-10.15,0.0433,0.678,0.00375,0.11,0.204,177.804,6MF5JoJYj5uK07Si6fRAPM,75043,4
313,0.697,0.663,-7.412,0.0367,0.000194,0.000625,0.0342,0.951,127.958,2Ihx7sR79SWqMmZBrAA3tT,299998,4
314,0.662,0.855,-3.742,0.0457,0.021,0.0,0.228,0.84,120.079,1S55d7hhptRt8PS6nC1fSY,187017,4
315,0.759,0.882,-5.435,0.0822,0.00286,0.00863,0.0393,0.71,128.004,2KlDOdn2feWDRhJ7HCsdIt,255000,4
316,0.824,0.583,-6.537,0.147,0.00253,0.0,0.266,0.154,147.496,0b7UwotRCrS7qBoLDjfvSY,235501,4
317,0.63,0.832,-7.463,0.0404,0.00591,0.14,0.0324,0.92,140.028,3J8MjvnPtOb3CcPDDc4UDj,274286,4
318,0.443,0.72,-3.743,0.0733,0.0669,0.0,0.0909,0.374,89.378,6N9U1wkWniSXD4TKD4ln0h,301304,4
319,0.814,0.786,-7.343,0.0406,0.0032,0.0474,0.0831,0.969,128.013,4zDVc78LCBzFPMHC4oxWrE,270000,4
320,0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,0mL82sxCRjrs3br407IdJh,199111,4
321,0.813,0.716,-5.376,0.13,0.0386,1.23e-05,0.0798,0.91,149.956,3uT0sOI2w704G61aptw6bx,260827,4
322,0.789,0.71,-6.165,0.0681,0.128,0.0,0.112,0.188,138.033,32ny2YtiR7zKi7PBjiQ5Iy,183187,4
323,0.667,0.76,-6.092,0.0473,0.00415,0.00378,0.0632,0.858,127.968,2GZmjrWCcmUVFnbcpRoBQ3,257812,4
324,0.514,0.779,-4.365,0.344,0.181,0.0,0.099,0.517,152.869,28qA8y1sz0FTuSapsCxNOG,222497,4
325,0.793,0.652,-9.286,0.0969,0.000956,0.000636,0.0274,0.961,133.976,0gTcU8Rq7vXWnKWSIllwZa,266864,4
326,0.795,0.859,-2.994,0.0542,0.0361,0.0,0.0321,0.356,96.986,3lOMJTQTd6J34faYwASc33,168107,4
327,0.787,0.91,-6.196,0.0347,0.0101,0.27,0.0986,0.702,131.035,0SgnFx6qXIUgQ42pEm6vCG,244909,4
328,0.47,0.494,-8.672,0.0349,0.302,0.0,0.0672,0.0524,144.039,4d1CG5ei1E2vGbvmgf5KKv,250100,4
329,0.777,0.671,-7.468,0.0392,0.00304,0.311,0.0837,0.854,124.044,4H4wPbZJ1P82e9uvfeS7FW,247734,4
330,0.604,0.473,-8.866,0.0907,0.356,1.98e-06,0.163,0.349,90.97,5YbHnEYZFkOxLsp5syLMLy,162010,4
