,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
665,0.684,0.719,-9.307,0.0329,0.073,3.19e-06,0.244,0.47,126.052,6N2YmwsUBZ8H1uRqW4hvpv,324769,4
666,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,2UN0lp72LAusrXi8LLVomt,163450,4
667,0.324,0.456,-9.667,0.0318,0.03,0.00289,0.214,0.164,111.867,2y4rP6PQ93fpXbfaOgAuoH,307508,4
668,0.664,0.559,-7.568,0.075,0.139,0.0,0.303,0.548,153.95,31xA2Iti4kb3aMiX75e8Y5,149611,4
669,0.615,0.534,-7.966,0.0284,0.00867,0.645,0.147,0.0402,120.505,2gI32ZcoWSf2LP6rtS5ysC,376982,4
670,0.615,0.782,-3.386,0.0331,0.0173,0.0,0.189,0.562,96.97,3rvEUrjnl3eXXmKiKLkzRN,193053,4
671,0.441,0.169,-14.952,0.035,0.986,0.905,0.1,0.147,112.615,5vmvF4zNqr4l92LPKK9RBL,181840,4
672,0.233,0.432,-5.957,0.0321,0.291,0.0,0.279,0.286,195.663,16LGRLfaVIC5rT2ZvLk0gd,184747,3
673,0.528,0.06,-19.754,0.0409,0.759,0.0,0.135,0.237,125.401,0tylZM0xDMZJOMn3xUs9lu,268000,4
674,0.588,0.452,-4.75,0.0268,0.437,0.0,0.344,0.734,139.953,0UXlu64mDLvfzR8IXMz06J,185723,4
675,0.563,0.437,-14.587,0.0307,0.918,0.336,0.0808,0.294,135.021,6baQSIXZupWLpW9NCpa8aY,213359,4
676,0.34,0.684,-6.306,0.044,0.00979,0.0,0.348,0.556,112.969,5UXJzLFdBn6u9FJTCnoHrH,248819,4
677,0.381,0.766,-5.261,0.0444,0.172,0.000106,0.108,0.325,199.643,5xbqKnGfY0RLDgzgD2kGVY,156501,4
678,0.709,0.357,-9.289,0.214,0.478,0.000294,0.112,0.544,75.494,4XJRpBOG0bU3Nxnvam3FnC,129480,4
679,0.481,0.185,-15.311,0.0921,0.843,0.000257,0.161,0.472,161.324,6W70ntMylqPCVI7N2vcYHt,219939,3
680,0.414,0.145,-23.149,0.271,0.744,0.549,0.112,0.164,139.602,22jAmKDaMk6QGo2es1ogZ0,166594,5
681,0.559,0.69,-11.242,0.0285,0.00466,0.755,0.427,0.559,126.012,6L2xeO3hUnkTkQIgFH3qxq,274439,4
682,0.55,0.648,-6.542,0.0309,0.0191,0.0,0.0999,0.323,156.957,3WBRfkOozHEsG0hbrBzwlm,202821,4
683,0.753,0.33,-19.674,0.102,0.0771,0.113,0.0956,0.602,113.375,54V6KBbAv90qXWZKTg2HZe,157000,5
684,0.644,0.671,-5.156,0.315,0.0225,0.0,0.0855,0.563,132.001,5vhrsx08dHh2QcVh1Rsiwt,250723,4
685,0.593,0.849,-8.963,0.0472,0.0347,0.876,0.126,0.501,120.563,5tOPGyrcL9rnOkPFNwUqSC,520000,4
686,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,0mt5FAO3VaKTpgTY3t5o7G,163450,4
687,0.691,0.985,-4.865,0.277,0.602,0.0,0.164,0.656,144.097,6l2LlsESrnv48XLyv0eRSy,273775,4
688,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,0nCzs1W2co7VMDLAftByji,207853,4
689,0.617,0.99,-0.876,0.0608,0.382,0.885,0.371,0.675,179.982,13Iz19icmBwoSSrfNJKQPA,193405,4
690,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,0CndJKm8MgOOpjnMOzM58l,163450,4
691,0.775,0.843,-4.874,0.0367,0.139,7.7e-05,0.362,0.723,128.049,1yMocpB1XYRBJy7j7RcI1F,241880,4
692,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,1vdzv28pU8ZZoAgnbJEzQs,163450,4
693,0.488,0.463,-2.648,0.134,0.702,0.0,0.344,0.0968,176.762,6EOG0CCeZOuDbIEE9SIVtu,20000,3
694,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,6J43sG4bdPcPxJYnva6cSL,207853,4
695,0.416,0.348,-16.441,0.35,0.00629,0.0,0.143,0.0983,80.15,5BRup5ZwKy991u74wPY33p,157476,4
696,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,6Z0m4krjiVvhwmySueGyOD,207853,4
697,0.689,0.458,-9.596,0.44,0.162,0.0,0.171,0.156,90.784,1SunlslLu0uOdqFbi064Y4,167008,4
698,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,1ZyjYJmIUBZoYS9D45erG4,207853,4
699,0.704,0.458,-9.628,0.511,0.183,0.0,0.173,0.121,120.938,4SW4rU9zNI68WMVl4qvT9k,166975,5
700,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,4RJQYrRIkB8rrAN7dM5QiM,163450,4
701,0.878,0.455,-7.642,0.293,0.0965,0.0,0.107,0.0607,129.831,6LHEBFWrFVjMa2mWBaDyqP,192422,4
702,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,1GELWoizGVyrU68KbngKgI,163450,4
703,0.8,0.847,-9.673,0.0704,0.0981,0.852,0.0851,0.392,127.014,7cro5M4VydUuVwKVQIGNYl,371250,3
704,0.567,0.211,-9.975,0.0315,0.952,5.24e-05,0.275,0.289,134.019,6m86rURN2cLA3oPqrVPKrA,185587,4
705,0.635,0.58,-10.748,0.415,0.207,0.0,0.383,0.504,129.961,78XZA4YyvAgXz30Uw840km,196347,4
706,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,3ZjBIezBHOpACbrPLJ8phv,207853,4
707,0.763,0.786,-8.748,0.311,0.00428,0.00381,0.494,0.343,103.027,6p5quGVXwrLG8YEfNzGmMH,74302,4
708,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,5vL1bXzrGRO636iTFNYxIN,163450,4
709,0.78,0.94,-1.495,0.248,0.667,0.0,0.938,0.961,134.999,7hiSu35eJGLP03e9qNUdwa,169777,4
710,0.818,0.67,-4.45,0.047,0.3,1.13e-06,0.0601,0.947,119.987,5YsqdKKBgyeGBUebwGMRWG,235382,4
711,0.846,0.456,-10.161,0.256,0.184,3.93e-05,0.163,0.332,75.027,6v06IIChm7E6MZu8RgfS02,158000,4
712,0.593,0.834,-3.738,0.0424,0.115,0.0,0.191,0.555,151.944,753lkDSNs2u188xbl8Vrnx,196987,4
713,0.448,0.477,-12.96,0.0327,0.766,0.929,0.12,0.0367,105.026,0iN8p7VxvqpdbGHjQ4RCzA,338286,4
714,0.674,0.693,-7.021,0.0711,0.00584,2.81e-06,0.135,0.174,96.027,0crGQ19YYzGgFYLSw0UdrG,183507,4
715,0.575,0.502,-7.142,0.0265,0.341,0.948,0.146,0.334,94.075,2CcOp4tZAOyMctbALWZbxR,197042,4
716,0.513,0.974,-1.113,0.508,0.0159,0.0,0.0712,0.503,195.767,2KBYPTSTHjYYOPACrFTkPy,143552,4
717,0.709,0.839,-5.687,0.0286,0.00139,0.884,0.182,0.921,128.007,4S5vCQei4LfMiOs3zz83k4,168617,4
718,0.938,0.798,-3.998,0.103,0.00813,7.03e-05,0.146,0.265,99.992,2QWEMqQMJR1KDf6hDjJOs6,159762,4
719,0.709,0.839,-5.687,0.0286,0.00139,0.884,0.182,0.921,128.007,14rIuV6tVxl4BoxElWK5OX,168617,4
720,0.612,0.44,-5.894,0.034,0.762,2.56e-06,0.0858,0.683,133.872,0OPiOIAyw2FUjKm8PXBGhq,176459,4
721,0.771,0.422,-15.803,0.141,0.0849,0.0,0.281,0.243,128.01,4lrGmWuxDeXV5xpdNMUbsF,210051,4
722,0.504,0.267,-13.678,0.406,0.438,0.0,0.141,0.392,83.966,3vZGtceCbJVh5aDT4XhE0p,242823,4
723,0.575,0.502,-7.142,0.0265,0.341,0.948,0.146,0.334,94.075,4lO5Pvv6GJOcgB6syGWMQp,197042,4
724,0.711,0.686,-6.409,0.271,0.0355,0.0,0.124,0.536,146.971,3FSwpQ9dBZBeBV6UdYHI2R,173187,4
725,0.841,0.583,-14.785,0.044,0.16,0.93,0.095,0.899,120.942,6bO3sSS3PCRZQMX0Vbtm1a,115089,4
726,0.695,0.69,-5.805,0.0233,0.0328,0.697,0.113,0.741,92.977,2FPmvXIMpjgzJQbUeJo8Iv,293427,4
727,0.839,0.829,-7.125,0.0341,0.197,0.193,0.255,0.867,134.997,0KmRxm6io6aPBGUKyUSYgM,268444,4
728,0.574,0.369,-9.251,0.0262,0.83,0.234,0.0976,0.41,73.013,0J119Oas2ox6JTTHUGZxHN,273787,4
729,0.691,0.774,-8.749,0.0466,0.0468,0.946,0.222,0.621,134.978,3OvzsImaRqKOKXifXmx1uR,211996,4
730,0.736,0.385,-12.8,0.0426,0.101,0.00889,0.1,0.518,109.949,3xuwLpKdPz1K48V7AoT2vx,318080,4
731,0.505,0.27,-9.165,0.0333,0.593,0.0,0.133,0.557,98.721,1SjsVdSXpwm1kTdYEHoPIT,163032,4
732,0.687,0.491,-12.797,0.0444,0.519,0.859,0.158,0.0395,124.976,0m0Oaa6PXRccSuPOdfZWSJ,278188,4
733,0.349,0.545,-6.073,0.0352,0.105,0.0,0.153,0.209,104.477,6FH6fmlh9DbvssuEQyQEVd,214100,4
734,0.273,0.351,-9.028,0.0314,0.194,0.0,0.149,0.361,179.446,2d5UjHjHX2hk7fjFh63emq,250394,3
735,0.75,0.797,-4.826,0.118,0.293,0.0,0.392,0.523,105.949,4RAR8g8fZNB106ezUurnE0,215203,4
736,0.573,0.616,-10.644,0.0284,0.127,0.896,0.196,0.833,168.064,3AS9jBcbsBFWuzocUFmWOX,243541,4
737,0.628,0.517,-7.031,0.0596,0.45,1.27e-06,0.104,0.295,79.029,5HVc3YeNKDFomPhXBKE90U,208067,4
738,0.479,0.53,-6.222,0.027,0.181,0.0,0.0609,0.314,86.495,3phmMLcoCoyS3SfWGcCBmo,192009,4
739,0.815,0.442,-7.462,0.107,0.457,0.0,0.101,0.706,90.019,769Ld8demNhMgVLAQcjTDn,151508,4
740,0.519,0.619,-12.209,0.0433,0.48,0.898,0.129,0.535,95.04,3rrJqefiMAuFRJKY7rtNGx,239326,4
741,0.542,0.43,-20.513,0.632,0.557,0.0118,0.104,0.0459,107.203,7wXAOi3cCW0jUaL7Vvksqq,305010,4
742,0.43,0.31,-7.092,0.0317,0.823,0.0,0.157,0.611,173.549,6yL1rqGAbybZuR24UKm2S2,132152,3
743,0.863,0.62,-7.167,0.135,0.0508,0.00324,0.129,0.432,103.971,296nXCOv97WJNRWzIBQnoj,168437,4
744,0.455,0.418,-16.324,0.0326,0.604,0.977,0.085,0.079,105.094,172TcvFzNClURPK7XJGL4R,338286,4
745,0.647,0.657,-8.101,0.05,0.222,0.00231,0.143,0.39,139.038,4u5CfuAGAHNYDIHSSW7BiY,180187,4
746,0.325,0.114,-22.209,0.0307,0.706,0.916,0.123,0.0401,141.975,0ZuC3jETtQphELPLhqjwnv,155932,4
747,0.538,0.785,-4.87,0.0296,0.142,0.0,0.3,0.631,146.066,1ONKgvfAhcbgHp4AKWAidI,160750,4
748,0.655,0.724,-5.996,0.191,0.00739,0.0,0.314,0.61,90.931,3pbTf8FL1vHlMotL0Pp38V,174000,4
749,0.507,0.396,-7.637,0.0251,0.704,0.00115,0.162,0.366,89.908,5Z4EEIaSzeRmYze3W47S1k,173520,4
750,0.62,0.737,-11.977,0.0346,0.00157,0.825,0.0725,0.732,100.919,3YPlGiPnGVByINMVMs38Al,502253,4
751,0.796,0.621,-6.129,0.0346,0.175,0.0,0.274,0.808,121.904,3zAOcNGOFq5Q1OsN0tcxA0,151973,4
752,0.774,0.483,-15.523,0.0478,0.00616,0.829,0.138,0.082,124.051,6PrvZt9xnNA5ZG3dr8TP6Z,183822,4
753,0.765,0.777,-4.376,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,6I2tqFhk8tq69iursYxuxd,197587,4
754,0.654,0.732,-11.688,0.0392,0.00036,0.846,0.143,0.379,113.877,7AL6CYD9vq95J6sInrXubl,496320,4
755,0.213,0.305,-11.88,0.0299,0.176,0.762,0.115,0.058,80.067,2kk2trjT2JXhEHtCnz9FWA,240080,4
756,0.563,0.808,-10.455,0.0337,0.00024,0.425,0.0882,0.648,95.037,3f78pdhlYlS8DTxO36Zcg9,524947,4
757,0.605,0.509,-7.925,0.0389,0.023,2.32e-06,0.149,0.381,90.069,2cfgZge1AdyJLojrXchgTb,194009,4
758,0.569,0.497,-14.223,0.0424,0.0234,0.0385,0.106,0.919,91.883,24oj0VevUrCn6QCeL7k9gl,147017,4
759,0.821,0.897,-3.624,0.129,0.091,3.44e-06,0.106,0.354,154.985,62tDpymKVSXEu0W3d4AMr9,171827,4
760,0.818,0.777,-9.123,0.113,0.000233,0.503,0.0769,0.667,119.994,2JhPpFTalJLNmur6koXg6f,504438,4
761,0.648,0.68,-7.276,0.345,0.292,0.0,0.0808,0.504,106.89,67XC51nlZncNpHmZ8rOU9a,341307,3
762,0.564,0.967,-9.072,0.0504,0.000885,0.819,0.539,0.493,135.015,2dqh57SJGT10okAopVYI5K,313960,4
763,0.889,0.449,-7.63,0.293,0.0313,0.0,0.0581,0.911,137.941,7Mto5DGHzHXzF1hpsMRtYK,121113,4
764,0.847,0.338,-12.995,0.0495,0.0862,0.881,0.12,0.175,130.038,07z4nm6MGj1FbDeqPvoV6x,157021,4
765,0.578,0.459,-11.938,0.041,0.501,1.86e-05,0.143,0.164,160.065,0ciLo7Ntd7Gfc0rQRTgkSG,201195,3
766,0.64,0.273,-9.106,0.0287,0.752,0.0,0.14,0.343,111.664,55y1ZPJSaZ0gwspyxgvqbv,179953,4
767,0.659,0.575,-10.342,0.0723,0.0114,0.0214,0.0845,0.342,94.559,2uMv1AvQhvXk4F3DAeABGg,152451,4
768,0.671,0.91,-9.177,0.0469,0.0184,0.784,0.371,0.265,124.004,1q1sZCHS8hLikiCViUmAy2,294511,4
769,0.596,0.607,-6.179,0.168,0.33,0.0,0.103,0.531,119.882,5MWXOo8DJwgODtPGaietNz,120666,4
770,0.701,0.368,-9.392,0.0368,0.031,0.00041,0.107,0.501,109.946,45ZRM6DiNKun3TvlZ6eCnP,230786,4
771,0.288,0.457,-7.937,0.0317,0.599,0.0,0.0827,0.313,76.388,6xDX0NsGvgqEUHdlrtjjqK,219241,4
772,0.711,0.299,-21.284,0.1,0.0307,0.384,0.133,0.297,123.016,6JCr2tkVEczqNZDVZheNRp,548505,4
773,0.602,0.841,-3.334,0.109,0.0354,0.0,0.235,0.684,157.937,1IthE5GNiRzFN5CVaCa445,238628,4
774,0.621,0.711,-7.679,0.0405,0.379,0.387,0.136,0.407,90.507,17I2GV2tBGBOQ9Ngnn3gNm,192804,4
775,0.5,0.759,-4.205,0.213,0.118,0.0,0.0646,0.608,84.382,0rIVkcGNthFUfVItd2vcyl,118339,4
776,0.28,0.341,-8.544,0.029,0.237,0.0,0.149,0.304,178.701,41Jbbj4t5bNSaCPtV7sndW,250394,3
777,0.428,0.367,-9.905,0.0914,0.132,0.0,0.149,0.174,71.184,1RR29QADKP8ygptqTDdHSH,379004,4
778,0.209,0.997,-1.329,0.136,0.00232,0.914,0.394,0.0254,174.826,5h8YGRGJVgjeszhgpm8g7C,346375,4
779,0.604,0.741,-5.571,0.0475,0.178,3.49e-05,0.409,0.473,153.947,10BXN8OJSSn5y2g6Ny6G4J,153190,4
780,0.542,0.987,-7.534,0.0328,3.67e-05,0.943,0.0787,0.476,140.007,0rfZRBzCOuSeaDrgPjrh4z,300000,4
781,0.81,0.655,-6.779,0.0698,0.127,8.16e-05,0.105,0.809,150.002,1ilY6htCCNf0PhlF4S5tg4,193322,4
782,0.128,0.418,-14.376,0.0367,0.962,0.865,0.187,0.0315,85.864,4CcNW49w3mcunLZmgGbKlN,220605,4
783,0.646,0.634,-5.689,0.0538,0.181,5.65e-05,0.639,0.308,139.93,30r2riXzp5elipNdxnKDbs,212533,4
784,0.552,0.97,-9.735,0.0436,0.00314,0.565,0.0832,0.238,139.996,6kQLlLrnmsbzy9Q2qvO8ZQ,233143,4
785,0.748,0.742,-4.364,0.0941,0.14,0.0,0.0729,0.817,103.995,0sl3IkPJoSj3h7aZJDdsZT,287333,4
786,0.537,0.715,-10.321,0.036,4.77e-05,0.381,0.372,0.148,134.988,4t6vgpsw0sMNEdbOXBdtPe,309333,4
787,0.481,0.285,-10.848,0.0424,0.9,0.0,0.123,0.316,130.021,6WF3slcEDlXVCaC9GxmXca,210173,4
788,0.664,0.953,-7.106,0.0394,0.0564,0.017,0.29,0.455,139.981,0fNnbYzqDUyjcZZ5lwR8rX,281143,4
789,0.761,0.443,-6.625,0.0448,0.525,1.83e-05,0.0751,0.626,138.995,4dks7rJiOHr02ys8Xgsg2U,168200,4
790,0.497,0.844,-10.703,0.0447,1.91e-05,0.378,0.048,0.184,139.992,0tY2pKuI3smlBB9qpOjyXY,221143,4
791,0.631,0.337,-9.308,0.0293,0.907,0.0,0.173,0.396,80.079,2Qh1CWm3rnQlOzMEoHVU5x,262573,1
792,0.515,0.706,-9.27,0.0286,0.03,0.000188,0.298,0.373,124.98,6cGzSPDlWWtUSUzoihS2bv,357905,4
793,0.604,0.741,-5.571,0.0475,0.178,3.49e-05,0.409,0.473,153.947,0FJY7Rkvlo9Lf8HAWsoPNL,153190,4
794,0.501,0.821,-7.562,0.0476,0.0038,0.0395,0.27,0.136,101.955,7jo3pXENgnt8zXXCQm2Om5,264411,4
795,0.947,0.605,-8.621,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,6BczFLHW9aIf9aWn5NFuNL,133613,4
796,0.807,0.58,-12.847,0.0856,0.0139,0.939,0.0996,0.554,119.952,18IzyQBkLl4qMZj7Pkm4u3,214608,4
797,0.739,0.58,-7.414,0.0637,0.0395,0.0,0.114,0.452,96.501,64pUytZWfCpeeMBN0XAadF,220760,4
798,0.318,0.295,-16.727,0.0319,0.0374,0.0181,0.0887,0.0506,105.494,49u25ckAvC2vLaOFAKON5w,328320,4
799,0.69,0.626,-5.693,0.306,0.105,0.000335,0.0881,0.912,184.009,3AVXwaOGCEL8cmBecfcsFJ,185681,4
800,0.891,0.565,-10.602,0.0635,0.000793,0.641,0.096,0.329,128.005,4jZvsvNl131IOgiQDGmqcu,182952,4
801,0.791,0.439,-5.62,0.0645,0.302,1.85e-05,0.126,0.559,85.004,16MQETUgqXwY4lZcyRafU3,190659,4
802,0.291,0.687,-10.661,0.0399,0.0049,0.434,0.0912,0.0392,108.004,4oSDN3b30psnWQcdDWXNOu,428480,4
803,0.475,0.695,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009,1HsSIPLTQT354yJcQGfEY3,191038,4
804,0.521,0.807,-12.73,0.0391,1.55e-05,0.918,0.298,0.175,153.967,6vENvnry4Ug2KeDKuKQK42,457307,4
805,0.727,0.616,-8.487,0.338,0.542,4.47e-06,0.482,0.392,140.014,7IBLt4Qarf4JDLxIQDv2O5,291612,4
806,0.275,0.713,-10.362,0.0345,0.00213,0.929,0.13,0.637,112.371,4yDxXSXBwOfqRFiPU0HNnh,274933,3
807,0.768,0.595,-6.35,0.264,0.244,0.0,0.159,0.52,82.654,6f8nS2g21RNEL7gNG4WJVT,138187,4
808,0.332,0.712,-12.841,0.0787,0.00683,0.878,0.132,0.411,75.671,5feUtvS7uI6VdYlkOdz9pJ,253840,3
809,0.544,0.573,-5.694,0.0356,0.0958,0.0,0.104,0.233,122.977,0OWhKvvsHptt6vnnNUSM9a,211739,4
810,0.573,0.882,-9.497,0.041,0.000142,0.892,0.137,0.63,130.822,0Y6jZQ942ExYc3DwkbjNUD,470787,4
811,0.438,0.412,-9.75,0.0275,0.8,0.0,0.267,0.413,88.977,6rTqYkpXwKMv8sBvWB6Fl4,50427,3
812,0.511,0.809,-10.515,0.0474,0.000338,0.87,0.18,0.0747,150.976,61f8ZV6oOPx3yww9QH0vWD,358853,4
813,0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,3ioJs8DQw527GmqJIp5gZG,206385,4
814,0.606,0.965,-8.171,0.0515,5.42e-05,0.845,0.642,0.457,134.98,2uPKktN8aIPn3tWSUIrz7n,506867,4
815,0.52,0.751,-5.064,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,1tRxwf8Q0AcshfHuaD86Yt,236456,4
816,0.369,0.925,-10.71,0.0571,2.96e-05,0.863,0.416,0.171,179.933,3INPb1gpR014DX9bsyEXmO,302627,4
817,0.5,0.485,-7.94,0.0422,0.633,1.26e-06,0.107,0.379,109.755,3X0V4uEujns3TlpoDa2TvP,207453,4
818,0.156,0.21,-26.645,0.0472,0.717,0.968,0.109,0.0556,140.719,613GJzJTDc2f4TvHj56WsH,181000,5
819,0.774,0.551,-5.862,0.0854,0.0334,0.0,0.109,0.0858,137.932,6JbrcjoMVBBNZllVOiHBcU,160034,4
820,0.375,0.626,-8.631,0.0664,0.000127,0.879,0.103,0.134,97.35,4WuBbpYdKsJxilb46dutT9,390387,4
821,0.655,0.682,-4.562,0.0464,0.0392,0.0,0.67,0.525,124.306,2HbpYFQbairMoU2YFyOP2x,161799,4
822,0.573,0.145,-33.339,0.919,0.857,3.14e-06,0.383,0.249,80.697,1TQA7GIvmK6Dpi0iBjeBJu,67648,4
823,0.425,0.31,-7.545,0.0327,0.733,0.0,0.106,0.249,119.196,11xeawurZXUDqRPxCasaDt,220057,5
824,0.264,0.916,-7.345,0.0444,0.000731,0.74,0.435,0.392,137.914,7vH2fxmGs7L4WnNhb3HFI8,477360,4
825,0.535,0.791,-5.55,0.0327,0.00096,0.000155,0.0788,0.5,142.981,2D4dV2KXDTszzJ3p3cFqhA,211814,4
826,0.342,0.758,-11.414,0.0456,0.000189,0.219,0.518,0.156,119.951,3PwVARcMkEWrGoYCHSJ9wz,388107,4
827,0.7,0.812,-8.128,0.297,0.183,0.0,0.0756,0.801,97.405,5MMW4CZsZiZt2iuqAXzzWC,332229,4
828,0.638,0.976,-6.351,0.0431,0.000241,0.845,0.159,0.555,130.857,3fm1ltQyvW30SbUb5FEbMf,470480,4
829,0.475,0.569,-7.073,0.0343,0.037,0.00129,0.232,0.0395,108.007,6R9c642Hs3tOdLowjYaWt2,183816,4
830,0.571,0.589,-10.233,0.0314,0.65,0.764,0.224,0.388,122.664,5qdRFYXIsEZt2EkC9XKXWw,179363,4
